Longitude,Latitude,Pixel,Scan
22.8789352,-70.7578021,11999,26600
22.5231577,-70.7676805,0,26700
22.5260786,-70.7676096,100,26700
22.5290003,-70.7675387,200,26700
22.5319228,-70.7674677,300,26700
22.534846,-70.7673966,400,26700
22.53777,-70.7673255,500,26700
22.5406947,-70.7672543,600,26700
22.5436202,-70.767183,700,26700
22.5465464,-70.7671117,800,26700
22.5494734,-70.7670403,900,26700
22.5524012,-70.7669688,1000,26700
22.5553297,-70.7668973,1100,26700
22.558259,-70.7668257,1200,26700
22.5611891,-70.766754,1300,26700
22.5641199,-70.7666823,1400,26700
22.5670514,-70.7666105,1500,26700
22.5699838,-70.7665387,1600,26700
22.5729169,-70.7664668,1700,26700
22.5758508,-70.7663948,1800,26700
22.5787854,-70.7663227,1900,26700
22.5817208,-70.7662506,2000,26700
22.5846569,-70.7661784,2100,26700
22.5875938,-70.7661062,2200,26700
22.5905315,-70.7660338,2300,26700
22.59347,-70.7659615,2400,26700
22.5964092,-70.765889,2500,26700
22.5993492,-70.7658165,2600,26700
22.6022899,-70.7657439,2700,26700
22.6052314,-70.7656713,2800,26700
22.6081737,-70.7655986,2900,26700
22.6111168,-70.7655258,3000,26700
22.6140606,-70.7654529,3100,26700
22.6170052,-70.76538,3200,26700
22.6199505,-70.765307,3300,26700
22.6228966,-70.765234,3400,26700
22.6258435,-70.7651609,3500,26700
22.6287912,-70.7650877,3600,26700
22.6317396,-70.7650144,3700,26700
22.6346888,-70.7649411,3800,26700
22.6376388,-70.7648677,3900,26700
22.6405895,-70.7647943,4000,26700
22.643541,-70.7647208,4100,26700
22.6464933,-70.7646472,4200,26700
22.6494463,-70.7645735,4300,26700
22.6524002,-70.7644998,4400,26700
22.6553548,-70.764426,4500,26700
22.6583101,-70.7643522,4600,26700
22.6612663,-70.7642783,4700,26700
22.6642232,-70.7642043,4800,26700
22.6671809,-70.7641302,4900,26700
22.6701393,-70.7640561,5000,26700
22.6730986,-70.7639819,5100,26700
22.6760586,-70.7639077,5200,26700
22.6790194,-70.7638333,5300,26700
22.6819809,-70.763759,5400,26700
22.6849433,-70.7636845,5500,26700
22.6879064,-70.76361,5600,26700
22.6908703,-70.7635354,5700,26700
22.6938349,-70.7634607,5800,26700
22.6968004,-70.763386,5900,26700
22.6997666,-70.7633112,6000,26700
22.7027336,-70.7632363,6100,26700
22.7057014,-70.7631614,6200,26700
22.7086699,-70.7630864,6300,26700
22.7116392,-70.7630113,6400,26700
22.7146094,-70.7629362,6500,26700
22.7175802,-70.762861,6600,26700
22.7205519,-70.7627857,6700,26700
22.7235244,-70.7627103,6800,26700
22.7264976,-70.7626349,6900,26700
22.7294716,-70.7625595,7000,26700
22.7324464,-70.7624839,7100,26700
22.735422,-70.7624083,7200,26700
22.7383983,-70.7623326,7300,26700
22.7413755,-70.7622569,7400,26700
22.7443534,-70.762181,7500,26700
22.7473321,-70.7621051,7600,26700
22.7503116,-70.7620292,7700,26700
22.7532918,-70.7619532,7800,26700
22.7562729,-70.7618771,7900,26700
22.7592547,-70.7618009,8000,26700
22.7622374,-70.7617247,8100,26700
22.7652208,-70.7616483,8200,26700
22.768205,-70.761572,8300,26700
22.7711899,-70.7614955,8400,26700
22.7741757,-70.761419,8500,26700
22.7771622,-70.7613424,8600,26700
22.7801496,-70.7612658,8700,26700
22.7831377,-70.7611891,8800,26700
22.7861266,-70.7611123,8900,26700
22.7891163,-70.7610354,9000,26700
22.7921068,-70.7609585,9100,26700
22.7950981,-70.7608815,9200,26700
22.7980901,-70.7608044,9300,26700
22.801083,-70.7607273,9400,26700
22.8040766,-70.7606501,9500,26700
22.8070711,-70.7605728,9600,26700
22.8100663,-70.7604955,9700,26700
22.8130623,-70.7604181,9800,26700
22.8160591,-70.7603406,9900,26700
22.8190567,-70.760263,10000,26700
22.8220551,-70.7601854,10100,26700
22.8250543,-70.7601077,10200,26700
22.8280542,-70.7600299,10300,26700
22.831055,-70.7599521,10400,26700
22.8340565,-70.7598742,10500,26700
22.8370589,-70.7597962,10600,26700
22.840062,-70.7597182,10700,26700
22.843066,-70.7596401,10800,26700
22.8460707,-70.7595619,10900,26700
22.8490762,-70.7594836,11000,26700
22.8520825,-70.7594053,11100,26700
22.8550896,-70.7593269,11200,26700
22.8580976,-70.7592485,11300,26700
22.8611063,-70.7591699,11400,26700
22.8641158,-70.7590913,11500,26700
22.8671261,-70.7590126,11600,26700
22.8701372,-70.7589339,11700,26700
22.8731491,-70.7588551,11800,26700
22.8761618,-70.7587762,11900,26700
22.8791451,-70.758698,11999,26700
22.523352,-70.7685768,0,26800
22.5262731,-70.768506,100,26800
22.5291949,-70.768435,200,26800
22.5321175,-70.768364,300,26800
22.5350408,-70.7682929,400,26800
22.5379649,-70.7682218,500,26800
22.5408898,-70.7681506,600,26800
22.5438154,-70.7680793,700,26800
22.5467418,-70.768008,800,26800
22.5496689,-70.7679366,900,26800
22.5525968,-70.7678651,1000,26800
22.5555255,-70.7677936,1100,26800
22.5584549,-70.767722,1200,26800
22.5613851,-70.7676504,1300,26800
22.564316,-70.7675786,1400,26800
22.5672477,-70.7675068,1500,26800
22.5701802,-70.767435,1600,26800
22.5731134,-70.7673631,1700,26800
22.5760474,-70.7672911,1800,26800
22.5789822,-70.767219,1900,26800
22.5819177,-70.7671469,2000,26800
22.584854,-70.7670747,2100,26800
22.587791,-70.7670025,2200,26800
22.5907288,-70.7669301,2300,26800
22.5936674,-70.7668577,2400,26800
22.5966067,-70.7667853,2500,26800
22.5995469,-70.7667128,2600,26800
22.6024877,-70.7666402,2700,26800
22.6054294,-70.7665675,2800,26800
22.6083718,-70.7664948,2900,26800
22.611315,-70.766422,3000,26800
22.6142589,-70.7663492,3100,26800
22.6172036,-70.7662763,3200,26800
22.6201491,-70.7662033,3300,26800
22.6230953,-70.7661302,3400,26800
22.6260424,-70.7660571,3500,26800
22.6289901,-70.7659839,3600,26800
22.6319387,-70.7659107,3700,26800
22.634888,-70.7658374,3800,26800
22.6378381,-70.765764,3900,26800
22.640789,-70.7656905,4000,26800
22.6437406,-70.765617,4100,26800
22.646693,-70.7655434,4200,26800
22.6496462,-70.7654698,4300,26800
22.6526002,-70.765396,4400,26800
22.6555549,-70.7653222,4500,26800
22.6585104,-70.7652484,4600,26800
22.6614667,-70.7651745,4700,26800
22.6644237,-70.7651005,4800,26800
22.6673815,-70.7650264,4900,26800
22.6703401,-70.7649523,5000,26800
22.6732995,-70.7648781,5100,26800
22.6762596,-70.7648038,5200,26800
22.6792205,-70.7647295,5300,26800
22.6821822,-70.7646551,5400,26800
22.6851447,-70.7645807,5500,26800
22.6881079,-70.7645061,5600,26800
22.691072,-70.7644315,5700,26800
22.6940367,-70.7643569,5800,26800
22.6970023,-70.7642821,5900,26800
22.6999687,-70.7642073,6000,26800
22.7029358,-70.7641325,6100,26800
22.7059037,-70.7640575,6200,26800
22.7088724,-70.7639825,6300,26800
22.7118418,-70.7639074,6400,26800
22.7148121,-70.7638323,6500,26800
22.7177831,-70.7637571,6600,26800
22.7207549,-70.7636818,6700,26800
22.7237275,-70.7636065,6800,26800
22.7267008,-70.763531,6900,26800
22.729675,-70.7634556,7000,26800
22.7326499,-70.76338,7100,26800
22.7356256,-70.7633044,7200,26800
22.7386021,-70.7632287,7300,26800
22.7415794,-70.7631529,7400,26800
22.7445574,-70.7630771,7500,26800
22.7475362,-70.7630012,7600,26800
22.7505159,-70.7629253,7700,26800
22.7534963,-70.7628492,7800,26800
22.7564774,-70.7627731,7900,26800
22.7594594,-70.762697,8000,26800
22.7624422,-70.7626207,8100,26800
22.7654257,-70.7625444,8200,26800
22.76841,-70.762468,8300,26800
22.7713951,-70.7623916,8400,26800
22.774381,-70.7623151,8500,26800
22.7773677,-70.7622385,8600,26800
22.7803552,-70.7621618,8700,26800
22.7833434,-70.7620851,8800,26800
22.7863325,-70.7620083,8900,26800
22.7893223,-70.7619315,9000,26800
22.7923129,-70.7618545,9100,26800
22.7953043,-70.7617775,9200,26800
22.7982965,-70.7617005,9300,26800
22.8012895,-70.7616233,9400,26800
22.8042833,-70.7615461,9500,26800
22.8072778,-70.7614688,9600,26800
22.8102732,-70.7613915,9700,26800
22.8132693,-70.7613141,9800,26800
22.8162663,-70.7612366,9900,26800
22.819264,-70.761159,10000,26800
22.8222625,-70.7610814,10100,26800
22.8252618,-70.7610037,10200,26800
22.8282619,-70.7609259,10300,26800
22.8312628,-70.7608481,10400,26800
22.8342645,-70.7607702,10500,26800
22.837267,-70.7606922,10600,26800
22.8402702,-70.7606142,10700,26800
22.8432743,-70.760536,10800,26800
22.8462792,-70.7604579,10900,26800
22.8492848,-70.7603796,11000,26800
22.8522913,-70.7603013,11100,26800
22.8552985,-70.7602229,11200,26800
22.8583066,-70.7601444,11300,26800
22.8613154,-70.7600659,11400,26800
22.864325,-70.7599872,11500,26800
22.8673355,-70.7599086,11600,26800
22.8703467,-70.7598298,11700,26800
22.8733587,-70.759751,11800,26800
22.8763716,-70.7596721,11900,26800
22.879355,-70.7595939,11999,26800
22.5235464,-70.7694732,0,26900
22.5264676,-70.7694023,100,26900
22.5293896,-70.7693314,200,26900
22.5323123,-70.7692604,300,26900
22.5352357,-70.7691893,400,26900
22.53816,-70.7691182,500,26900
22.5410849,-70.769047,600,26900
22.5440107,-70.7689757,700,26900
22.5469372,-70.7689043,800,26900
22.5498645,-70.7688329,900,26900
22.5527925,-70.7687615,1000,26900
22.5557213,-70.7686899,1100,26900
22.5586508,-70.7686183,1200,26900
22.5615811,-70.7685467,1300,26900
22.5645122,-70.7684749,1400,26900
22.567444,-70.7684032,1500,26900
22.5703766,-70.7683313,1600,26900
22.57331,-70.7682594,1700,26900
22.5762441,-70.7681874,1800,26900
22.579179,-70.7681153,1900,26900
22.5821146,-70.7680432,2000,26900
22.585051,-70.767971,2100,26900
22.5879882,-70.7678987,2200,26900
22.5909262,-70.7678264,2300,26900
22.5938649,-70.767754,2400,26900
22.5968043,-70.7676816,2500,26900
22.5997446,-70.767609,2600,26900
22.6026856,-70.7675365,2700,26900
22.6056274,-70.7674638,2800,26900
22.6085699,-70.7673911,2900,26900
22.6115132,-70.7673183,3000,26900
22.6144573,-70.7672454,3100,26900
22.6174021,-70.7671725,3200,26900
22.6203477,-70.7670995,3300,26900
22.6232941,-70.7670265,3400,26900
22.6262412,-70.7669533,3500,26900
22.6291892,-70.7668802,3600,26900
22.6321378,-70.7668069,3700,26900
22.6350873,-70.7667336,3800,26900
22.6380375,-70.7666602,3900,26900
22.6409885,-70.7665867,4000,26900
22.6439403,-70.7665132,4100,26900
22.6468928,-70.7664396,4200,26900
22.6498461,-70.766366,4300,26900
22.6528002,-70.7662922,4400,26900
22.6557551,-70.7662184,4500,26900
22.6587107,-70.7661446,4600,26900
22.6616671,-70.7660707,4700,26900
22.6646243,-70.7659967,4800,26900
22.6675822,-70.7659226,4900,26900
22.6705409,-70.7658485,5000,26900
22.6735004,-70.7657743,5100,26900
22.6764607,-70.7657,5200,26900
22.6794217,-70.7656257,5300,26900
22.6823836,-70.7655513,5400,26900
22.6853462,-70.7654768,5500,26900
22.6883095,-70.7654023,5600,26900
22.6912737,-70.7653277,5700,26900
22.6942386,-70.765253,5800,26900
22.6972043,-70.7651783,5900,26900
22.7001708,-70.7651035,6000,26900
22.703138,-70.7650286,6100,26900
22.7061061,-70.7649537,6200,26900
22.7090749,-70.7648787,6300,26900
22.7120445,-70.7648036,6400,26900
22.7150149,-70.7647284,6500,26900
22.717986,-70.7646532,6600,26900
22.7209579,-70.7645779,6700,26900
22.7239306,-70.7645026,6800,26900
22.7269041,-70.7644272,6900,26900
22.7298784,-70.7643517,7000,26900
22.7328535,-70.7642761,7100,26900
22.7358293,-70.7642005,7200,26900
22.7388059,-70.7641248,7300,26900
22.7417833,-70.764049,7400,26900
22.7447615,-70.7639732,7500,26900
22.7477405,-70.7638973,7600,26900
22.7507202,-70.7638213,7700,26900
22.7537007,-70.7637453,7800,26900
22.756682,-70.7636692,7900,26900
22.7596641,-70.763593,8000,26900
22.762647,-70.7635168,8100,26900
22.7656307,-70.7634405,8200,26900
22.7686151,-70.7633641,8300,26900
22.7716004,-70.7632876,8400,26900
22.7745864,-70.7632111,8500,26900
22.7775732,-70.7631345,8600,26900
22.7805608,-70.7630579,8700,26900
22.7835492,-70.7629812,8800,26900
22.7865384,-70.7629044,8900,26900
22.7895283,-70.7628275,9000,26900
22.7925191,-70.7627506,9100,26900
22.7955106,-70.7626736,9200,26900
22.7985029,-70.7625965,9300,26900
22.8014961,-70.7625193,9400,26900
22.80449,-70.7624421,9500,26900
22.8074847,-70.7623648,9600,26900
22.8104801,-70.7622875,9700,26900
22.8134764,-70.7622101,9800,26900
22.8164735,-70.7621326,9900,26900
22.8194713,-70.762055,10000,26900
22.82247,-70.7619774,10100,26900
22.8254694,-70.7618997,10200,26900
22.8284696,-70.7618219,10300,26900
22.8314707,-70.7617441,10400,26900
22.8344725,-70.7616662,10500,26900
22.8374751,-70.7615882,10600,26900
22.8404785,-70.7615101,10700,26900
22.8434827,-70.761432,10800,26900
22.8464877,-70.7613538,10900,26900
22.8494935,-70.7612756,11000,26900
22.8525001,-70.7611972,11100,26900
22.8555074,-70.7611188,11200,26900
22.8585156,-70.7610403,11300,26900
22.8615246,-70.7609618,11400,26900
22.8645344,-70.7608832,11500,26900
22.8675449,-70.7608045,11600,26900
22.8705563,-70.7607257,11700,26900
22.8735684,-70.7606469,11800,26900
22.8765814,-70.760568,11900,26900
22.879565,-70.7604898,11999,26900
22.5237408,-70.7703696,0,27000
22.5266622,-70.7702987,100,27000
22.5295842,-70.7702277,200,27000
22.5325071,-70.7701567,300,27000
22.5354307,-70.7700856,400,27000
22.538355,-70.7700145,500,27000
22.5412801,-70.7699433,600,27000
22.544206,-70.769872,700,27000
22.5471326,-70.7698007,800,27000
22.55006,-70.7697293,900,27000
22.5529882,-70.7696578,1000,27000
22.5559171,-70.7695863,1100,27000
22.5588468,-70.7695147,1200,27000
22.5617772,-70.769443,1300,27000
22.5647084,-70.7693713,1400,27000
22.5676404,-70.7692995,1500,27000
22.5705731,-70.7692276,1600,27000
22.5735066,-70.7691557,1700,27000
22.5764408,-70.7690837,1800,27000
22.5793758,-70.7690116,1900,27000
22.5823116,-70.7689395,2000,27000
22.5852482,-70.7688673,2100,27000
22.5881855,-70.768795,2200,27000
22.5911235,-70.7687227,2300,27000
22.5940624,-70.7686503,2400,27000
22.597002,-70.7685778,2500,27000
22.5999423,-70.7685053,2600,27000
22.6028835,-70.7684327,2700,27000
22.6058254,-70.7683601,2800,27000
22.608768,-70.7682873,2900,27000
22.6117115,-70.7682145,3000,27000
22.6146557,-70.7681417,3100,27000
22.6176006,-70.7680688,3200,27000
22.6205464,-70.7679958,3300,27000
22.6234929,-70.7679227,3400,27000
22.6264402,-70.7678496,3500,27000
22.6293882,-70.7677764,3600,27000
22.632337,-70.7677031,3700,27000
22.6352866,-70.7676298,3800,27000
22.638237,-70.7675564,3900,27000
22.6411881,-70.767483,4000,27000
22.64414,-70.7674094,4100,27000
22.6470927,-70.7673358,4200,27000
22.6500461,-70.7672622,4300,27000
22.6530003,-70.7671884,4400,27000
22.6559553,-70.7671146,4500,27000
22.658911,-70.7670408,4600,27000
22.6618676,-70.7669669,4700,27000
22.6648249,-70.7668929,4800,27000
22.667783,-70.7668188,4900,27000
22.6707418,-70.7667447,5000,27000
22.6737014,-70.7666705,5100,27000
22.6766618,-70.7665962,5200,27000
22.679623,-70.7665219,5300,27000
22.682585,-70.7664475,5400,27000
22.6855477,-70.766373,5500,27000
22.6885112,-70.7662985,5600,27000
22.6914755,-70.7662238,5700,27000
22.6944405,-70.7661492,5800,27000
22.6974063,-70.7660744,5900,27000
22.7003729,-70.7659996,6000,27000
22.7033403,-70.7659247,6100,27000
22.7063085,-70.7658498,6200,27000
22.7092774,-70.7657748,6300,27000
22.7122472,-70.7656997,6400,27000
22.7152177,-70.7656246,6500,27000
22.7181889,-70.7655493,6600,27000
22.721161,-70.7654741,6700,27000
22.7241338,-70.7653987,6800,27000
22.7271075,-70.7653233,6900,27000
22.7300819,-70.7652478,7000,27000
22.7330571,-70.7651722,7100,27000
22.736033,-70.7650966,7200,27000
22.7390098,-70.7650209,7300,27000
22.7419873,-70.7649451,7400,27000
22.7449656,-70.7648693,7500,27000
22.7479447,-70.7647934,7600,27000
22.7509246,-70.7647174,7700,27000
22.7539052,-70.7646414,7800,27000
22.7568867,-70.7645653,7900,27000
22.7598689,-70.7644891,8000,27000
22.7628519,-70.7644129,8100,27000
22.7658357,-70.7643365,8200,27000
22.7688203,-70.7642602,8300,27000
22.7718057,-70.7641837,8400,27000
22.7747918,-70.7641072,8500,27000
22.7777788,-70.7640306,8600,27000
22.7807665,-70.7639539,8700,27000
22.783755,-70.7638772,8800,27000
22.7867443,-70.7638004,8900,27000
22.7897344,-70.7637235,9000,27000
22.7927253,-70.7636466,9100,27000
22.795717,-70.7635696,9200,27000
22.7987094,-70.7634925,9300,27000
22.8017027,-70.7634154,9400,27000
22.8046967,-70.7633381,9500,27000
22.8076915,-70.7632609,9600,27000
22.8106871,-70.7631835,9700,27000
22.8136835,-70.7631061,9800,27000
22.8166807,-70.7630286,9900,27000
22.8196787,-70.762951,10000,27000
22.8226775,-70.7628734,10100,27000
22.8256771,-70.7627957,10200,27000
22.8286774,-70.7627179,10300,27000
22.8316786,-70.7626401,10400,27000
22.8346805,-70.7625621,10500,27000
22.8376833,-70.7624841,10600,27000
22.8406868,-70.7624061,10700,27000
22.8436911,-70.762328,10800,27000
22.8466963,-70.7622498,10900,27000
22.8497022,-70.7621715,11000,27000
22.8527089,-70.7620932,11100,27000
22.8557164,-70.7620148,11200,27000
22.8587247,-70.7619363,11300,27000
22.8617338,-70.7618577,11400,27000
22.8647437,-70.7617791,11500,27000
22.8677544,-70.7617004,11600,27000
22.8707659,-70.7616217,11700,27000
22.8737782,-70.7615428,11800,27000
22.8767913,-70.7614639,11900,27000
22.879775,-70.7613858,11999,27000
22.5239353,-70.7712659,0,27100
22.5268567,-70.771195,100,27100
22.529779,-70.7711241,200,27100
22.5327019,-70.7710531,300,27100
22.5356256,-70.770982,400,27100
22.5385501,-70.7709108,500,27100
22.5414754,-70.7708396,600,27100
22.5444014,-70.7707684,700,27100
22.5473281,-70.770697,800,27100
22.5502556,-70.7706256,900,27100
22.5531839,-70.7705541,1000,27100
22.556113,-70.7704826,1100,27100
22.5590428,-70.770411,1200,27100
22.5619733,-70.7703393,1300,27100
22.5649047,-70.7702676,1400,27100
22.5678368,-70.7701958,1500,27100
22.5707696,-70.7701239,1600,27100
22.5737032,-70.770052,1700,27100
22.5766376,-70.76998,1800,27100
22.5795727,-70.7699079,1900,27100
22.5825086,-70.7698358,2000,27100
22.5854453,-70.7697636,2100,27100
22.5883828,-70.7696913,2200,27100
22.5913209,-70.769619,2300,27100
22.5942599,-70.7695466,2400,27100
22.5971996,-70.7694741,2500,27100
22.6001401,-70.7694016,2600,27100
22.6030814,-70.769329,2700,27100
22.6060234,-70.7692563,2800,27100
22.6089662,-70.7691836,2900,27100
22.6119098,-70.7691108,3000,27100
22.6148541,-70.7690379,3100,27100
22.6177992,-70.768965,3200,27100
22.6207451,-70.768892,3300,27100
22.6236917,-70.768819,3400,27100
22.6266391,-70.7687458,3500,27100
22.6295873,-70.7686726,3600,27100
22.6325362,-70.7685994,3700,27100
22.635486,-70.768526,3800,27100
22.6384364,-70.7684526,3900,27100
22.6413877,-70.7683792,4000,27100
22.6443397,-70.7683056,4100,27100
22.6472925,-70.768232,4200,27100
22.6502461,-70.7681584,4300,27100
22.6532004,-70.7680846,4400,27100
22.6561555,-70.7680108,4500,27100
22.6591114,-70.767937,4600,27100
22.6620681,-70.767863,4700,27100
22.6650255,-70.767789,4800,27100
22.6679837,-70.767715,4900,27100
22.6709427,-70.7676408,5000,27100
22.6739025,-70.7675666,5100,27100
22.676863,-70.7674924,5200,27100
22.6798243,-70.767418,5300,27100
22.6827864,-70.7673436,5400,27100
22.6857492,-70.7672692,5500,27100
22.6887129,-70.7671946,5600,27100
22.6916773,-70.76712,5700,27100
22.6946425,-70.7670453,5800,27100
22.6976084,-70.7669706,5900,27100
22.7005752,-70.7668958,6000,27100
22.7035427,-70.7668209,6100,27100
22.706511,-70.7667459,6200,27100
22.70948,-70.7666709,6300,27100
22.7124499,-70.7665958,6400,27100
22.7154205,-70.7665207,6500,27100
22.7183919,-70.7664455,6600,27100
22.7213641,-70.7663702,6700,27100
22.7243371,-70.7662948,6800,27100
22.7273108,-70.7662194,6900,27100
22.7302854,-70.7661439,7000,27100
22.7332607,-70.7660683,7100,27100
22.7362368,-70.7659927,7200,27100
22.7392137,-70.765917,7300,27100
22.7421913,-70.7658412,7400,27100
22.7451698,-70.7657654,7500,27100
22.748149,-70.7656895,7600,27100
22.751129,-70.7656135,7700,27100
22.7541098,-70.7655375,7800,27100
22.7570914,-70.7654614,7900,27100
22.7600737,-70.7653852,8000,27100
22.7630569,-70.7653089,8100,27100
22.7660408,-70.7652326,8200,27100
22.7690255,-70.7651562,8300,27100
22.772011,-70.7650798,8400,27100
22.7749973,-70.7650032,8500,27100
22.7779844,-70.7649266,8600,27100
22.7809722,-70.76485,8700,27100
22.7839609,-70.7647732,8800,27100
22.7869503,-70.7646964,8900,27100
22.7899405,-70.7646196,9000,27100
22.7929315,-70.7645426,9100,27100
22.7959233,-70.7644656,9200,27100
22.7989159,-70.7643885,9300,27100
22.8019093,-70.7643114,9400,27100
22.8049035,-70.7642342,9500,27100
22.8078984,-70.7641569,9600,27100
22.8108942,-70.7640795,9700,27100
22.8138907,-70.7640021,9800,27100
22.816888,-70.7639246,9900,27100
22.8198861,-70.763847,10000,27100
22.8228851,-70.7637694,10100,27100
22.8258848,-70.7636917,10200,27100
22.8288852,-70.7636139,10300,27100
22.8318865,-70.763536,10400,27100
22.8348886,-70.7634581,10500,27100
22.8378915,-70.7633801,10600,27100
22.8408952,-70.7633021,10700,27100
22.8438996,-70.7632239,10800,27100
22.8469049,-70.7631457,10900,27100
22.8499109,-70.7630675,11000,27100
22.8529178,-70.7629891,11100,27100
22.8559254,-70.7629107,11200,27100
22.8589338,-70.7628322,11300,27100
22.8619431,-70.7627537,11400,27100
22.8649531,-70.7626751,11500,27100
22.8679639,-70.7625964,11600,27100
22.8709756,-70.7625176,11700,27100
22.873988,-70.7624388,11800,27100
22.8770012,-70.7623599,11900,27100
22.8799851,-70.7622817,11999,27100
22.5241298,-70.7721623,0,27200
22.5270514,-70.7720914,100,27200
22.5299737,-70.7720204,200,27200
22.5328968,-70.7719494,300,27200
22.5358207,-70.7718783,400,27200
22.5387453,-70.7718072,500,27200
22.5416706,-70.771736,600,27200
22.5445968,-70.7716647,700,27200
22.5475237,-70.7715933,800,27200
22.5504513,-70.7715219,900,27200
22.5533797,-70.7714505,1000,27200
22.5563089,-70.7713789,1100,27200
22.5592388,-70.7713073,1200,27200
22.5621695,-70.7712356,1300,27200
22.565101,-70.7711639,1400,27200
22.5680332,-70.7710921,1500,27200
22.5709662,-70.7710202,1600,27200
22.5738999,-70.7709483,1700,27200
22.5768344,-70.7708763,1800,27200
22.5797697,-70.7708042,1900,27200
22.5827057,-70.7707321,2000,27200
22.5856425,-70.7706599,2100,27200
22.5885801,-70.7705876,2200,27200
22.5915184,-70.7705153,2300,27200
22.5944575,-70.7704429,2400,27200
22.5973974,-70.7703704,2500,27200
22.600338,-70.7702979,2600,27200
22.6032794,-70.7702253,2700,27200
22.6062215,-70.7701526,2800,27200
22.6091645,-70.7700799,2900,27200
22.6121082,-70.7700071,3000,27200
22.6150526,-70.7699342,3100,27200
22.6179978,-70.7698613,3200,27200
22.6209438,-70.7697883,3300,27200
22.6238906,-70.7697152,3400,27200
22.6268381,-70.7696421,3500,27200
22.6297864,-70.7695689,3600,27200
22.6327355,-70.7694956,3700,27200
22.6356854,-70.7694223,3800,27200
22.638636,-70.7693489,3900,27200
22.6415874,-70.7692754,4000,27200
22.6445395,-70.7692019,4100,27200
22.6474924,-70.7691283,4200,27200
22.6504461,-70.7690546,4300,27200
22.6534006,-70.7689809,4400,27200
22.6563558,-70.768907,4500,27200
22.6593119,-70.7688332,4600,27200
22.6622686,-70.7687592,4700,27200
22.6652262,-70.7686852,4800,27200
22.6681845,-70.7686112,4900,27200
22.6711437,-70.768537,5000,27200
22.6741035,-70.7684628,5100,27200
22.6770642,-70.7683885,5200,27200
22.6800256,-70.7683142,5300,27200
22.6829878,-70.7682398,5400,27200
22.6859508,-70.7681653,5500,27200
22.6889146,-70.7680908,5600,27200
22.6918791,-70.7680162,5700,27200
22.6948444,-70.7679415,5800,27200
22.6978105,-70.7678667,5900,27200
22.7007774,-70.7677919,6000,27200
22.703745,-70.767717,6100,27200
22.7067135,-70.7676421,6200,27200
22.7096827,-70.7675671,6300,27200
22.7126527,-70.767492,6400,27200
22.7156234,-70.7674168,6500,27200
22.718595,-70.7673416,6600,27200
22.7215673,-70.7672663,6700,27200
22.7245404,-70.7671909,6800,27200
22.7275143,-70.7671155,6900,27200
22.7304889,-70.76704,7000,27200
22.7334644,-70.7669644,7100,27200
22.7364406,-70.7668888,7200,27200
22.7394176,-70.7668131,7300,27200
22.7423954,-70.7667373,7400,27200
22.745374,-70.7666615,7500,27200
22.7483533,-70.7665856,7600,27200
22.7513334,-70.7665096,7700,27200
22.7543144,-70.7664335,7800,27200
22.7572961,-70.7663574,7900,27200
22.7602786,-70.7662812,8000,27200
22.7632618,-70.766205,8100,27200
22.7662459,-70.7661287,8200,27200
22.7692307,-70.7660523,8300,27200
22.7722164,-70.7659758,8400,27200
22.7752028,-70.7658993,8500,27200
22.77819,-70.7658227,8600,27200
22.781178,-70.765746,8700,27200
22.7841668,-70.7656693,8800,27200
22.7871563,-70.7655925,8900,27200
22.7901467,-70.7655156,9000,27200
22.7931378,-70.7654386,9100,27200
22.7961298,-70.7653616,9200,27200
22.7991225,-70.7652845,9300,27200
22.802116,-70.7652074,9400,27200
22.8051103,-70.7651302,9500,27200
22.8081054,-70.7650529,9600,27200
22.8111012,-70.7649755,9700,27200
22.8140979,-70.7648981,9800,27200
22.8170954,-70.7648206,9900,27200
22.8200936,-70.764743,10000,27200
22.8230927,-70.7646654,10100,27200
22.8260925,-70.7645876,10200,27200
22.8290931,-70.7645099,10300,27200
22.8320945,-70.764432,10400,27200
22.8350967,-70.7643541,10500,27200
22.8380997,-70.7642761,10600,27200
22.8411035,-70.764198,10700,27200
22.8441081,-70.7641199,10800,27200
22.8471135,-70.7640417,10900,27200
22.8501197,-70.7639634,11000,27200
22.8531267,-70.7638851,11100,27200
22.8561345,-70.7638067,11200,27200
22.859143,-70.7637282,11300,27200
22.8621524,-70.7636496,11400,27200
22.8651626,-70.763571,11500,27200
22.8681735,-70.7634923,11600,27200
22.8711853,-70.7634135,11700,27200
22.8741978,-70.7633347,11800,27200
22.8772112,-70.7632558,11900,27200
22.8801952,-70.7631776,11999,27200
22.5243243,-70.7730587,0,27300
22.527246,-70.7729878,100,27300
22.5301685,-70.7729168,200,27300
22.5330917,-70.7728458,300,27300
22.5360157,-70.7727747,400,27300
22.5389404,-70.7727035,500,27300
22.5418659,-70.7726323,600,27300
22.5447922,-70.772561,700,27300
22.5477192,-70.7724897,800,27300
22.550647,-70.7724183,900,27300
22.5535755,-70.7723468,1000,27300
22.5565048,-70.7722752,1100,27300
22.5594349,-70.7722036,1200,27300
22.5623657,-70.7721319,1300,27300
22.5652973,-70.7720602,1400,27300
22.5682296,-70.7719884,1500,27300
22.5711628,-70.7719165,1600,27300
22.5740966,-70.7718446,1700,27300
22.5770313,-70.7717726,1800,27300
22.5799667,-70.7717005,1900,27300
22.5829028,-70.7716284,2000,27300
